    781 121.051409     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    782 121.051943     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    784 121.098652     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    785 121.099210     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    786 121.099784     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    787 121.100445     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    788 121.100973     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    789 121.101836     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    790 121.102472     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    791 121.103060     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    792 121.103585     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    794 121.305005     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    795 121.305713     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
